actor,occurrence_count,rank,first_appearance,unique_dates
municipal leaders and state lawmakers,1,3057,2018-09,['2018-09']
san francisco chamber of commerce,1,3058,2018-09,['2018-09']
tenants of woodland park apartments and community activists,1,3059,2018-10,['2018-10']
tech workers,1,3060,2018-10,['2018-10']
pro-trump demonstrators,1,3061,2018-10,['2018-10']
vote common good,1,3062,2018-10,['2018-10']
nv democratic party,1,3063,2018-10,['2018-10']
parents of heritage elementary school students,1,3064,2018-11,['2018-11']
democratic socialists of america⊙s long beach chapter,1,3065,2018-11,['2018-11']
north texas veterans relief fund,1,3066,2018-11,['2018-11']
inglewood residents,1,3067,2019-01,['2019-01']
the people's park committee,1,3068,2018-11,['2018-11']
residents of brightmoor homes,1,3069,2018-12,['2018-12']
unc teaching assistances,1,3070,2018-12,['2018-12']
los angeles community action network and the los angeles chapter of the democratic socialists of america,1,3071,2018-12,['2018-12']
egan warming center,1,3072,2018-12,['2018-12']
the people for fairness coalition,1,3073,2018-12,['2018-12']
our children la,1,3074,2018-12,['2018-12']
operation safety net,1,3075,2018-12,['2018-12']
edgewater historical society,1,3076,2018-12,['2018-12']
wood county indivisible,1,3077,2019-01,['2019-01']
indivisible project,1,3078,2019-01,['2019-01']
southeastern pa,1,3079,2019-01,['2019-01']
members of wood county indivisible,1,3080,2019-01,['2019-01']
anhdnyc,1,3081,2018-11,['2018-11']
reopen howard county,1,3082,2020-05,['2020-05']
richmond strike,1,3083,2020-05,['2020-05']
make the road action,1,3084,2020-06,['2020-06']
revolution dc,1,3085,2020-06,['2020-06']
empower dc,1,3086,2020-06,['2020-06']
anakbayan washington dc,1,3087,2020-06,['2020-06']
sanctuary dmv,1,3088,2020-06,['2020-06']
des moines black lives matter,1,3089,2020-06,['2020-06']
tenant union,1,3090,2020-06,['2020-06']
1000 strong,1,3091,2020-06,['2020-06']
berkeley students,1,3092,2020-06,['2020-06']
richmond tenants union,1,3093,2020-07,['2020-07']
virginia student power network,1,3094,2020-07,['2020-07']
right to counsel los angeles coalition,1,3095,2019-12,['2019-12']
washington legal clinic for the homeless,1,3096,2020-07,['2020-07']
movement for a people's party,1,3097,2020-07,['2020-07']
defund wpd,1,3098,2020-07,['2020-07']
community 831,1,3099,2020-07,['2020-07']
centerville residents,1,3100,2020-07,['2020-07']
rehoboth cathedral church,1,3101,2020-07,['2020-07']
new york state fraternal order of police lodge 69,1,3102,2020-07,['2020-07']
sergeants benevolent association,1,3103,2020-07,['2020-07']
lane county mutual aid,1,3104,2020-07,['2020-07']
bipoc liberation collective,1,3105,2020-07,['2020-07']
disarm uopd and stop death on the streets,1,3106,2020-07,['2020-07']
uplift charleston,1,3107,2020-07,['2020-07']
congressional candidate jessi ebben,1,3108,2020-07,['2020-07']
leaders of the new south,1,3109,2020-07,['2020-07']
the los angeles community action network,1,3110,2019-12,['2019-12']
take shelter coalition,1,3111,2020-01,['2020-01']
mcdougald terrace residents,1,3112,2020-01,['2020-01']
fund for empowerment,1,3113,2020-01,['2020-01']
housing justice for all campaign,1,3114,2020-01,['2020-01']
colorado poor people⊙s campaign,1,3115,2020-01,['2020-01']
black lives matter 5280,1,3116,2020-01,['2020-01']
mcdougald terrace resident council,1,3117,2020-01,['2020-01']
united automobile workers,1,3118,2020-02,['2020-02']
crime survivors for safety and justice,1,3119,2020-02,['2020-02']
black women and girls,1,3120,2020-02,['2020-02']
take back austin,1,3121,2020-03,['2020-03']
housing justice national platform,1,3122,2020-03,['2020-03']
homeless protestors,1,3123,2020-05,['2020-05']
minnesota coalition for the homeless,1,3124,2020-03,['2020-03']
democratic socialists of america la,1,3125,2020-03,['2020-03']
community tenant advocates,1,3126,2020-03,['2020-03']
residents of the days inn,1,3127,2020-04,['2020-04']
pioneer valley project,1,3128,2020-04,['2020-04']
the los angeles tenants union,1,3129,2020-04,['2020-04']
reclaim sf,1,3130,2020-05,['2020-05']
new york tenants,1,3131,2020-05,['2020-05']
centre county covid-19 community response group,1,3132,2020-05,['2020-05']
grandview pointe apartments tenants,1,3133,2020-05,['2020-05']
homeless people and advocates,1,3134,2020-05,['2020-05']
homeless rights advocates,1,3135,2020-05,['2020-05']
building a united interfaith lexington,1,3136,2020-05,['2020-05']
disability advocates,1,3137,2020-03,['2020-03']
general protestor,1,3138,2017-05,['2017-05']
for our future,1,3139,2017-05,['2017-05']
indivisible central florida,1,3140,2017-05,['2017-05']
challenge politics,1,3141,2017-05,['2017-05']
showing up for racial justice (surj) buffalo,1,3142,2017-06,['2017-06']
open buffalo,1,3143,2017-06,['2017-06']
and push buffalo,1,3144,2017-06,['2017-06']
penn wynn tenants association,1,3145,2017-06,['2017-06']
tenants' rights activists,1,3146,2017-06,['2017-06']
young jurks,1,3147,2017-06,['2017-06']
defend glendale,1,3148,2017-07,['2017-07']
southeast rocky mount community organization,1,3149,2017-07,['2017-07']
n.c. association of community development corporations,1,3150,2017-07,['2017-07']
freetopee,1,3151,2018-08,['2018-08']
opal community land trust,1,3152,2017-07,['2017-07']
homeowner peter sheets,1,3153,2017-07,['2017-07']
austin habitat for humanity,1,3154,2017-07,['2017-07']
austin housing coalition,1,3155,2017-07,['2017-07']
may day coalition,1,3156,2025-04,['2025-04']
take back the land rochester,1,3157,2017-07,['2017-07']
home forward,1,3158,2017-07,['2017-07']
organizer sonnie sahler,1,3159,2017-07,['2017-07']
yucaipa/calimesa neighborhood watch,1,3160,2017-07,['2017-07']
baltimore housing roundtable,1,3161,2017-07,['2017-07']
fair rent portland,1,3162,2017-08,['2017-08']
give neighborhoods a voice,1,3163,2017-08,['2017-08']
resident nick taldone,1,3164,2017-08,['2017-08']
community members and residents,1,3165,2017-07,['2017-07']
lgbt activists,1,3166,2017-04,['2017-04']
street performers,1,3167,2017-04,['2017-04']
general,1,3168,2017-04,['2017-04']
ocean street extension neighborhood association,1,3169,2017-04,['2017-04']
workers' dignity and music city riders united,1,3170,2017-05,['2017-05']
protect our healthcare coalition,1,3171,2017-05,['2017-05']
citizen action organizing cooperative of northeast wisconsin,1,3172,2017-05,['2017-05']
citizens action,1,3173,2017-05,['2017-05']
north central organizing co-op,1,3174,2017-05,['2017-05']
georgia women,1,3175,2017-05,['2017-05']
those who stand with us,1,3176,2017-05,['2017-05']
women's march pinellas,1,3177,2017-05,['2017-05']
americans for democratic action iowa,1,3178,2017-05,['2017-05']
buffalo resists,1,3179,2017-05,['2017-05']
the people⊙s justice project,1,3180,2017-05,['2017-05']
homeless organizing for power and equality,1,3181,2017-05,['2017-05']
south euclid democratic club,1,3182,2025-02,['2025-02']
adapt of texas,1,3183,2017-07,['2017-07']
amigos de guadalupe,1,3184,2025-03,['2025-03']
danza azteca xochiquetzal,1,3185,2025-03,['2025-03']
ozark indivisible,1,3186,2017-05,['2017-05']
indivisible miami county,1,3187,2017-05,['2017-05']
indivisible oh8,1,3188,2017-05,['2017-05']
indivisible springfield,1,3189,2017-05,['2017-05']
houston democratic socialists of america,1,3190,2017-05,['2017-05']
wny peace center,1,3191,2017-05,['2017-05']
candidate for the us house rob quist,1,3192,2017-03,['2017-03']
indivisible fm,1,3193,2017-05,['2017-05']
eclosion collection,1,3194,2018-02,['2018-02']
the village of hope,1,3195,2018-02,['2018-02']
the people'sassembly,1,3196,2018-02,['2018-02']
housingforall dc,1,3197,2018-03,['2018-03']
the lord's place,1,3198,2018-03,['2018-03']
goodwill,1,3199,2018-03,['2018-03']
quantum foundation,1,3200,2018-03,['2018-03']
place of hope,1,3201,2018-03,['2018-03']
residents of bowery residential complex,1,3202,2018-03,['2018-03']
national healthcare for homeless,1,3203,2018-05,['2018-05']
religious and community leaders,1,3204,2018-05,['2018-05']
neighbors for affordable housing in jefferson park,1,3205,2018-05,['2018-05']
silicon valley rising,1,3206,2018-06,['2018-06']
rights and democracy,1,3207,2017-08,['2017-08']
supporters of house bill 612,1,3208,2018-06,['2018-06']
sexual abuse survivors,1,3209,2018-06,['2018-06']
rev michael curry,1,3210,2018-06,['2018-06']
residents of the citylights housing co-op,1,3211,2018-06,['2018-06']
casa de maryland,1,3212,2018-06,['2018-06']
athens-anti discrimination movement,1,3213,2018-06,['2018-06']
haven for hope,1,3214,2018-07,['2018-07']
homeless residents,1,3215,2018-07,['2018-07']
eviction defense network,1,3216,2018-07,['2018-07']
ice the beef,1,3217,2018-08,['2018-08']
local 34 unite here,1,3218,2018-08,['2018-08']
local 33 unite here,1,3219,2018-08,['2018-08']
occupy kalamazoo,1,3220,2018-08,['2018-08']
homeless voices of humboldt,1,3221,2018-06,['2018-06']
organizer arlene stein,1,3222,2017-08,['2017-08']
united vision for idaho,1,3223,2017-08,['2017-08']
milenio,1,3224,2017-08,['2017-08']
hunger first,1,3225,2017-08,['2017-08']
minister scott wagers,1,3226,2017-08,['2017-08']
black students orgnization,1,3227,2017-09,['2017-09']
city life,1,3228,2017-10,['2017-10']
oxnard residents,1,3229,2017-10,['2017-10']
connecticut bail fund,1,3230,2017-11,['2017-11']
city council candidates,1,3231,2017-11,['2017-11']
san diego rescue mission,1,3232,2017-11,['2017-11']
ecarosa coalition on the homeless,1,3233,2017-11,['2017-11']
the shaw house,1,3234,2017-11,['2017-11']
charlestown residents,1,3235,2018-02,['2018-02']
sf right to counsel coalition,1,3236,2017-12,['2017-12']
general prortestors,1,3237,2017-12,['2017-12']
coalition on homeslessness,1,3238,2017-12,['2017-12']
the colorado coalition for the homesless,1,3239,2017-12,['2017-12']
people for fairness,1,3240,2017-12,['2017-12']
dueteronomy 15:10,1,3241,2017-12,['2017-12']
community healthlink,1,3242,2017-12,['2017-12']
friends of hundred nights,1,3243,2017-12,['2017-12']
health care for the homeless,1,3244,2017-12,['2017-12']
preble street resource center,1,3245,2017-12,['2017-12']
sf right to protest coalition,1,3246,2018-01,['2018-01']
new york city council candidate michael beltzer,1,3247,2018-01,['2018-01']
lents neighborhood livability,1,3248,2018-01,['2018-01']
maslow's army,1,3249,2018-01,['2018-01']
san diego tenants united,1,3250,2017-11,['2017-11']
esperanza peace and justice center,1,3251,2020-11,['2020-11']
stop the death on the streets,1,3252,2020-11,['2020-11']
citizens action of new york,1,3253,2020-11,['2020-11']
reclaim and rebuild our community,1,3254,2020-11,['2020-11']
omaha tenants united,1,3255,2020-11,['2020-11']
youth liberation front,1,3256,2020-11,['2020-11']
uws open hearts,1,3257,2020-11,['2020-11']
all street journal,1,3258,2020-11,['2020-11']
alice tenant union,1,3259,2020-12,['2020-12']
the people⊙s tenants union,1,3260,2020-12,['2020-12']
onday tenants council,1,3261,2020-12,['2020-12']
fund for empowerment's houseless leadership project,1,3262,2020-12,['2020-12']
tenant and neighborhood councils bay area,1,3263,2020-12,['2020-12']
roundtable,1,3264,2020-07,['2020-07']
street vendor project,1,3265,2020-12,['2020-12']
utah valley mutual aid,1,3266,2020-12,['2020-12']
ex-incarcerated people organizing-mo,1,3267,2020-12,['2020-12']
the party for socialism and liberation-florida,1,3268,2020-12,['2020-12']
rochester housing justice alliance,1,3269,2020-12,['2020-12']
bay area homeowners network,1,3270,2020-12,['2020-12']
every night direct demonstration,1,3271,2020-12,['2020-12']
let us worship,1,3272,2020-12,['2020-12']
black and brown united in action,1,3273,2020-12,['2020-12']
black lives matter 860,1,3274,2020-12,['2020-12']
an autonomous multi-racial group of anarchists and radicals,1,3275,2021-01,['2021-01']
advocates for homeless people,1,3276,2021-01,['2021-01']
kentucky housing justice collective,1,3277,2021-01,['2021-01']
lower bucks for change,1,3278,2020-12,['2020-12']
defend democracy alliance,1,3279,2020-11,['2020-11']
our wisconsin revolution-milwaukee,1,3280,2020-11,['2020-11']
indivisible wisconsin,1,3281,2020-11,['2020-11']
democratic socialists of america-madison,1,3282,2020-11,['2020-11']
people's green new deal-madison,1,3283,2020-11,['2020-11']
wi bail out the people movement,1,3284,2020-11,['2020-11']
milwaukee alliance against racist & political repression,1,3285,2020-11,['2020-11']
milpitas hope for the unhoused,1,3286,2020-11,['2020-11']
education minnesota,1,3287,2020-11,['2020-11']
seiu mn state council,1,3288,2020-11,['2020-11']
planned parenthood minnesota advocate,1,3289,2020-11,['2020-11']
minnesota unitarian universalist social justice alliance,1,3290,2020-11,['2020-11']
ctul,1,3291,2020-11,['2020-11']
san antonio tenants union,1,3292,2020-11,['2020-11']
disgruntled mobile home park residents and their supporters,1,3293,2020-11,['2020-11']
workers justice project,1,3294,2020-11,['2020-11']
free hot soup,1,3295,2020-11,['2020-11']
whatcom skagit gdc,1,3296,2020-11,['2020-11']
answer indiana,1,3297,2020-11,['2020-11']
central indiana dsa-powers and mary hapgood local,1,3298,2020-11,['2020-11']
indy10 black lives matter,1,3299,2020-11,['2020-11']
1199 seiu maryland/dc,1,3300,2020-11,['2020-11']
sunrise movement baltimore,1,3301,2020-11,['2020-11']
charm city care connection,1,3302,2020-11,['2020-11']
baltimore harm reduction coalition,1,3303,2020-11,['2020-11']
coalition for tenant justice,1,3304,2020-11,['2020-11']
historic westside residents association,1,3305,2020-11,['2020-11']
socialist alternative nyc,1,3306,2020-11,['2020-11']
pdx persist,1,3307,2021-01,['2021-01']
workers world party-buffalo,1,3308,2021-01,['2021-01']
protesters and advocates for homeless,1,3309,2021-01,['2021-01']
wooster-orrville naacp,1,3310,2021-01,['2021-01']
administrators,1,3311,2021-01,['2021-01']
"the village, oakland",1,3312,2021-01,['2021-01']
regional tenants organizing network,1,3313,2021-01,['2021-01']
housing rights committee,1,3314,2021-01,['2021-01']
urban habitat,1,3315,2021-01,['2021-01']
sv de-bug,1,3316,2021-01,['2021-01']
sacred heart community service,1,3317,2021-01,['2021-01']
advocates and families,1,3318,2021-01,['2021-01']
protesters and campers,1,3319,2021-01,['2021-01']
"tenants, advocates and small landlords",1,3320,2021-01,['2021-01']
students and community members,1,3321,2021-01,['2021-01']
no one needs to sleep outside kzoo,1,3322,2021-01,['2021-01']
students for socialism at suu,1,3323,2021-01,['2021-01']
cancel the rent coalition san diego,1,3324,2021-01,['2021-01']
the people's peaceful protest,1,3325,2021-01,['2021-01']
mama bear brigade,1,3326,2021-01,['2021-01']
glen riddle station residents,1,3327,2021-01,['2021-01']
pittsburgh unemployed council,1,3328,2021-01,['2021-01']
socm,1,3329,2021-01,['2021-01']
dallas stops evictions,1,3330,2021-01,['2021-01']
eviction fightback,1,3331,2021-01,['2021-01']
party for socialism and liberation kentucky,1,3332,2021-01,['2021-01']
black lives matter louisville,1,3333,2021-01,['2021-01']
antifa,1,3334,2021-01,['2021-01']
direct action for rights and equality - providence,1,3335,2021-01,['2021-01']
residents and activists,1,3336,2021-01,['2021-01']
bloomington homeless coalition,1,3337,2021-01,['2021-01']
iu students,1,3338,2021-01,['2021-01']
concerned bloomington citizens,1,3339,2021-01,['2021-01']
poor people⊙s campaign bloomington,1,3340,2021-01,['2021-01']
monroe county democratic party,1,3341,2021-01,['2021-01']
coalition to protect chinatown and the lower east side,1,3342,2021-01,['2021-01']
people⊙s united front,1,3343,2021-01,['2021-01']
new abolitionist movement,1,3344,2021-01,['2021-01']
cuba si coalition,1,3345,2021-01,['2021-01']
families for freedom,1,3346,2021-01,['2021-01']
freedom road socialist organization - slc,1,3347,2021-01,['2021-01']
aft oregon,1,3348,2021-01,['2021-01']
clinic vest project,1,3349,2021-01,['2021-01']
tikkun chai inter-national,1,3350,2021-01,['2021-01']
no more foundation,1,3351,2021-01,['2021-01']
local activists,1,3352,2021-01,['2021-01']
crown heights service industry workers for black lives,1,3353,2021-01,['2021-01']
collective nameless,1,3354,2021-01,['2021-01']
portland democratic socialists of america,1,3355,2021-01,['2021-01']
portland jobs with justice,1,3356,2021-01,['2021-01']
"brown berets of ""oregon""",1,3357,2021-01,['2021-01']
fuerza oregon advocacy association,1,3358,2021-01,['2021-01']
juice,1,3359,2021-01,['2021-01']
350 pdx,1,3360,2021-01,['2021-01']
oregon coalition of black trade unionists,1,3361,2021-01,['2021-01']
salt lake equal rights movement,1,3362,2021-01,['2021-01']
dignity act now collective,1,3363,2020-08,['2020-08']
1 hood,1,3364,2020-08,['2020-08']
resistance sf,1,3365,2020-09,['2020-09']
detroit action,1,3366,2020-09,['2020-09']
wnc residents from sunrise movement and down home nc,1,3367,2020-09,['2020-09']
union members of the john wayne airport,1,3368,2020-09,['2020-09']
the nys capital district poor people's campaign,1,3369,2020-09,['2020-09']
hoh share,1,3370,2020-09,['2020-09']
alliance for just money,1,3371,2020-09,['2020-09']
bronson park freedom encampment,1,3372,2020-09,['2020-09']
westside tenants association,1,3373,2020-09,['2020-09']
morning march seattle,1,3374,2020-09,['2020-09']
save our sons,1,3375,2020-09,['2020-09']
allies for black lives-madison,1,3376,2020-11,['2020-11']
saje,1,3377,2020-10,['2020-10']
l.a. voice,1,3378,2020-10,['2020-10']
downey tenants union,1,3379,2020-10,['2020-10']
nys capitol district poor people's campaign,1,3380,2020-10,['2020-10']
nys poor people's campaign,1,3381,2020-10,['2020-10']
voices of community activists and leaders,1,3382,2020-10,['2020-10']
united tenants of albany inc,1,3383,2020-10,['2020-10']
colorado springs counterpropoganda,1,3384,2020-10,['2020-10']
chicago boricua resistance,1,3385,2020-10,['2020-10']
chicago afrosocialist + socialists of color caucus,1,3386,2020-10,['2020-10']
put people first-pa,1,3387,2020-10,['2020-10']
put people first pa lancaster healthcare rights committee,1,3388,2020-10,['2020-10']
lancaster county homeless union,1,3389,2020-10,['2020-10']
put people first - pa,1,3390,2020-09,['2020-09']
the people's city council,1,3391,2020-08,['2020-08']
put people first!,1,3392,2020-08,['2020-08']
kite's nest youth organization,1,3393,2020-08,['2020-08']
demonstrators,1,3394,2020-08,['2020-08']
solidarity in defense,1,3395,2020-08,['2020-08']
discussions of america,1,3396,2020-08,['2020-08']
the immigrants are essential coalition,1,3397,2020-08,['2020-08']
⌣c4d,1,3398,2020-08,['2020-08']
mrct,1,3399,2020-08,['2020-08']
ct independent drivers guild,1,3400,2020-08,['2020-08']
cira,1,3401,2020-08,['2020-08']
ct bail fund,1,3402,2020-08,['2020-08']
cwealf,1,3403,2020-08,['2020-08']
voice of westmoreland,1,3404,2020-08,['2020-08']
aclu ct,1,3405,2020-08,['2020-08']
champaign county antiracist coalition,1,3406,2020-08,['2020-08']
montezuma county patriots,1,3407,2020-08,['2020-08']
provx,1,3408,2020-08,['2020-08']
virginia new majority,1,3409,2020-08,['2020-08']
bostonians,1,3410,2020-08,['2020-08']
equality for troy,1,3411,2020-08,['2020-08']
street sheet,1,3412,2020-08,['2020-08']
san francisco rising alliance,1,3413,2020-08,['2020-08']
san francisco senior and disability action,1,3414,2020-08,['2020-08']
community residents,1,3415,2020-08,['2020-08']
trans youniting,1,3416,2020-08,['2020-08']
pgh lgbtq+ coalition,1,3417,2020-08,['2020-08']
neighbor fund,1,3418,2020-08,['2020-08']
denver peace council,1,3419,2020-11,['2020-11']
freedom road socialist organization-denver,1,3420,2020-11,['2020-11']
connecticut democratic socialists of america,1,3421,2020-11,['2020-11']
connecticut working families party,1,3422,2020-11,['2020-11']
real name campaign,1,3423,2020-11,['2020-11']
step up louisiana,1,3424,2020-11,['2020-11']
orleans parish prison reform coalition,1,3425,2020-11,['2020-11']
louisiana for personal freedoms,1,3426,2020-11,['2020-11']
unite here local 23 hospitality workers union,1,3427,2020-11,['2020-11']
and new orleans mutual aid society,1,3428,2020-11,['2020-11']
sunrise movement boston,1,3429,2020-11,['2020-11']
freedom fighters coalition,1,3430,2020-11,['2020-11']
native american indian center of boston,1,3431,2020-11,['2020-11']
put people first-south central pa,1,3432,2020-10,['2020-10']
northeastern young democratic socialists of america,1,3433,2020-11,['2020-11']
strike boston,1,3434,2020-11,['2020-11']
women in struggle-mujeres en lucha,1,3435,2020-11,['2020-11']
baltimore & maryland amazon workers for justice,1,3436,2020-11,['2020-11']
prisoners solidarity committee,1,3437,2020-11,['2020-11']
twin cities coalition for justice 4 jamar,1,3438,2020-11,['2020-11']
communities united against police brutality,1,3439,2020-11,['2020-11']
families supporting families against police violence,1,3440,2020-11,['2020-11']
new york alliance against racist and political repression,1,3441,2020-11,['2020-11']
bayan usa northeast,1,3442,2020-11,['2020-11']
struggle-la lucha for socialism,1,3443,2020-11,['2020-11']
rhode island working families party,1,3444,2020-11,['2020-11']
sunrise providence,1,3445,2020-11,['2020-11']
solidarity: north shore,1,3446,2020-11,['2020-11']
american federation of musicians,1,3447,2020-10,['2020-10']
chelsea collaborative,1,3448,2020-10,['2020-10']
safe pdx,1,3449,2020-10,['2020-10']
uofu students for a democratic society,1,3450,2020-10,['2020-10']
people first portland,1,3451,2020-10,['2020-10']
chinese progressive association - cpa boston,1,3452,2020-10,['2020-10']
twin ports american indian movement,1,3453,2020-10,['2020-10']
black rainbow,1,3454,2020-10,['2020-10']
the people of new york,1,3455,2020-10,['2020-10']
fourward movement,1,3456,2020-10,['2020-10']
homes for all newark,1,3457,2020-10,['2020-10']
wakefield taxpayers & civic league,1,3458,2020-10,['2020-10']
ujima peoples progress party,1,3459,2020-10,['2020-10']
students for a democratic society-denver,1,3460,2020-11,['2020-11']
casa of maryland,1,3461,2020-10,['2020-10']
the frontline,1,3462,2020-10,['2020-10']
reclaim rent control,1,3463,2020-10,['2020-10']
latino economic development center,1,3464,2020-10,['2020-10']
dc jobs with justice,1,3465,2020-10,['2020-10']
sunrise movement-dc hub,1,3466,2020-10,['2020-10']
washtenaw camp outreach,1,3467,2020-10,['2020-10']
abolitionist action central coast/slo,1,3468,2020-10,['2020-10']
santa cruz food not bombs,1,3469,2020-10,['2020-10']
stonewall protest,1,3470,2020-10,['2020-10']
single mothers housing,1,3471,2020-10,['2020-10']
full time tenant union,1,3472,2020-11,['2020-11']
capital district chapter-citizen action of new york,1,3473,2020-11,['2020-11']
san antonio housing authority residents,1,3474,2020-11,['2020-11']
branch,1,3475,2020-10,['2020-10']
march & rally los angeles,1,3476,2022-12,['2022-12']
blm grassroots,1,3477,2022-12,['2022-12']
black lives matter-los angeles,1,3478,2022-12,['2022-12']
unrig la,1,3479,2022-12,['2022-12']
white people 4 black lives,1,3480,2022-12,['2022-12']
the inner voices,1,3481,2022-12,['2022-12']
amazing gospel souls,1,3482,2022-12,['2022-12']
autonomous collective of tenants,1,3483,2022-12,['2022-12']
city of boulder human relations commission,1,3484,2022-12,['2022-12']
flagstaff shelter services,1,3485,2022-12,['2022-12']
culver city for more homes,1,3486,2022-12,['2022-12']
palms unhoused mutual aid,1,3487,2022-12,['2022-12']
local clergy,1,3488,2022-12,['2022-12']
state officials,1,3489,2021-11,['2021-11']
black lives matter los angeles,1,3490,2022-12,['2022-12']
silicon valley interreligious council,1,3491,2022-12,['2022-12']
good samaritan shelter,1,3492,2022-12,['2022-12']
fighting back santa maria valley,1,3493,2022-12,['2022-12']
shelters,1,3494,2022-12,['2022-12']
faith-based organizations,1,3495,2022-12,['2022-12']
holy comforter episcopal church,1,3496,2022-12,['2022-12']
st. francis house,1,3497,2022-12,['2022-12']
new london homeless hospitality center,1,3498,2022-12,['2022-12']
all souls unitarian universalist congregation,1,3499,2022-12,['2022-12']
cherokee county homeless veterans program,1,3500,2022-12,['2022-12']
lafayette transitional housing center,1,3501,2022-12,['2022-12']
acadiana regional coalition on homelessness & housing,1,3502,2022-12,['2022-12']
members of the homeless population,1,3503,2022-12,['2022-12']
undergraduate students,1,3504,2022-11,['2022-11']
"moratorium now! coalition to stop foreclosures, evictions and utility shutoffs",1,3505,2022-11,['2022-11']
communities for local power,1,3506,2022-11,['2022-11']
public utility law project,1,3507,2022-11,['2022-11']
abode services,1,3508,2022-11,['2022-11']
access living of metropolitan chicago,1,3509,2022-11,['2022-11']
clean slate ny,1,3510,2022-12,['2022-12']
rochester mutual aid network,1,3511,2022-12,['2022-12']
free the people rochester,1,3512,2022-12,['2022-12']
connecticut john brown gun club,1,3513,2022-12,['2022-12']
city-wide tenant union of rochester,1,3514,2022-12,['2022-12']
move the money-nyc,1,3515,2022-12,['2022-12']
fayetteville high school student council,1,3516,2022-12,['2022-12']
"against bigotry, responding with action",1,3517,2022-12,['2022-12']
nami nyc,1,3518,2022-12,['2022-12']
new york lawyers for the public interest,1,3519,2022-12,['2022-12']
correct crisis intervention today,1,3520,2022-12,['2022-12']
preserve lathrop campaign,1,3521,2022-12,['2022-12']
inner city law center,1,3522,2022-12,['2022-12']
public counsel,1,3523,2022-12,['2022-12']
city council members,1,3524,2022-12,['2022-12']
stop the sweeps dc,1,3525,2022-12,['2022-12']
chicago gig alliance,1,3526,2022-12,['2022-12']
lowell housing action,1,3527,2022-12,['2022-12']
lowell mutual aid,1,3528,2022-12,['2022-12']
indian tech workers,1,3529,2022-12,['2022-12']
weho social justice coalition,1,3530,2022-12,['2022-12']
homelessness union,1,3531,2022-12,['2022-12']
twin city mission,1,3532,2022-12,['2022-12']
south plains homeless consortium,1,3533,2022-12,['2022-12']
midvale family resource center,1,3534,2022-12,['2022-12']
fourth street clinic,1,3535,2022-12,['2022-12']
portsmouth homeless action consortium,1,3536,2022-12,['2022-12']
portsmouth volunteers for the homeless,1,3537,2022-12,['2022-12']
"women's housing, equality and elevation league",1,3538,2022-12,['2022-12']
homeless memorial project,1,3539,2022-12,['2022-12']
project hope,1,3540,2022-12,['2022-12']
people from various local organizations who have worked with the homeless community in wheeling,1,3541,2022-12,['2022-12']
community access unlimited,1,3542,2022-12,['2022-12']
union county interfaith coordinating council,1,3543,2022-12,['2022-12']
elizabeth coalition to house the homeless,1,3544,2022-12,['2022-12']
homeless outreach & advocacy program,1,3545,2022-12,['2022-12']
beacon unitarian universalist congregation,1,3546,2022-12,['2022-12']
fountain baptist church,1,3547,2022-12,['2022-12']
bridges outreach,1,3548,2022-12,['2022-12']
trader joe's united,1,3549,2022-12,['2022-12']
parents supporting parents,1,3550,2023-01,['2023-01']
warnerville united methodist church,1,3551,2023-01,['2023-01']
ri interfaith coalition to reduce poverty,1,3552,2023-01,['2023-01']
episcopal diocese of rhode island,1,3553,2023-01,['2023-01']
congregation beth sholom,1,3554,2023-01,['2023-01']
concerned citizens of ny cd 3,1,3555,2023-01,['2023-01']
constituents,1,3556,2023-01,['2023-01']
public citizen,1,3557,2023-01,['2023-01']
arlington naacp,1,3558,2023-01,['2023-01']
zion lutheran church,1,3559,2022-12,['2022-12']
new beginnings,1,3560,2022-12,['2022-12']
lewiston/auburn alliance for services to the homeless,1,3561,2022-12,['2022-12']
trinity jubilee center,1,3562,2022-12,['2022-12']
pleasant st. drop-in center,1,3563,2022-12,['2022-12']
healthcare for the homeless,1,3564,2022-12,['2022-12']
ywca of helena,1,3565,2022-12,['2022-12']
good samaritan,1,3566,2022-12,['2022-12']
montana jewish project,1,3567,2022-12,['2022-12']
durham central park,1,3568,2022-12,['2022-12']
tri-county community action program,1,3569,2022-12,['2022-12']
catholic medical center's health care for the homeless,1,3570,2022-12,['2022-12']
families in transition ⊔ nh,1,3571,2022-12,['2022-12']
hope for nh recovery,1,3572,2022-12,['2022-12']
new england antifascist action,1,3573,2022-12,['2022-12']
grace episcopal church,1,3574,2022-12,['2022-12']
members of the faith community,1,3575,2022-12,['2022-12']
new mexico coalition to end homelessness,1,3576,2022-12,['2022-12']
western new york coalition for the homeless,1,3577,2022-12,['2022-12']
freedom church of the poor,1,3578,2022-12,['2022-12']
la iglesia del pueblo,1,3579,2022-12,['2022-12']
dayton va,1,3580,2022-12,['2022-12']
stop the sweeps eugene,1,3581,2022-12,['2022-12']
black thistle street aid,1,3582,2022-12,['2022-12']
care,1,3583,2022-12,['2022-12']
volunteers of america of pennsylvania,1,3584,2022-12,['2022-12']
st. stephen's episcopal church,1,3585,2022-12,['2022-12']
york county coalition on homelessness,1,3586,2022-12,['2022-12']
the mental health center of greater manchester,1,3587,2022-12,['2022-12']
chapel hill and carrboro residents,1,3588,2022-09,['2022-09']
former af employees,1,3589,2022-09,['2022-09']
