actor,occurrence_count,rank,first_appearance,unique_dates
sacramento anti police terror project,1,7104,2020-11,['2020-11']
relationship clinic of waco,1,7105,2020-11,['2020-11']
workers world party - central gulf coast,1,7106,2020-11,['2020-11']
strive,1,7107,2020-11,['2020-11']
chatham takes action,1,7108,2020-10,['2020-10']
city retirees and supporters,1,7109,2020-10,['2020-10']
workers at natchaug hospital,1,7110,2020-10,['2020-10']
no mandates tennessee,1,7111,2020-10,['2020-10']
louisiana for personal freedoms,1,7112,2020-11,['2020-11']
texas jail project,1,7113,2022-07,['2022-07']
denton bail fund,1,7114,2022-07,['2022-07']
colorado springs democratic socialists of america,1,7115,2022-07,['2022-07']
unionized workers from the hilton san diego bayfront,1,7116,2022-07,['2022-07']
roc4freedom,1,7117,2022-07,['2022-07']
fight for 15,1,7118,2022-07,['2022-07']
mostly children,1,7119,2022-07,['2022-07']
stop the violence prayer chain foundation,1,7120,2022-07,['2022-07']
central wisconsin operation access,1,7121,2022-07,['2022-07']
healthfirst,1,7122,2022-07,['2022-07']
planned parenthood south dakota,1,7123,2022-07,['2022-07']
aclu south dakota,1,7124,2022-07,['2022-07']
"national organization for women, south dakota chapter",1,7125,2022-07,['2022-07']
firefighters from orange and osceola counties,1,7126,2021-11,['2021-11']
progressive caucus dare county,1,7127,2022-07,['2022-07']
dare county democratic party,1,7128,2022-07,['2022-07']
winnebago county citizens for choice,1,7129,2022-07,['2022-07']
women's rights beach march,1,7130,2022-07,['2022-07']
aclu of west virginia,1,7131,2022-07,['2022-07']
planned parenthood votes south atlantic,1,7132,2022-07,['2022-07']
dallas/fort worth socialist rifle association,1,7133,2022-07,['2022-07']
the invisible woman foundation,1,7134,2022-07,['2022-07']
nuesto derecho a decidir,1,7135,2022-07,['2022-07']
the women's fund,1,7136,2022-07,['2022-07']
planned parenthood north dakota advocate,1,7137,2022-07,['2022-07']
tzedek chicago,1,7138,2022-07,['2022-07']
men for equity and reproductive justice,1,7139,2022-07,['2022-07']
jamestown justice coalition,1,7140,2022-07,['2022-07']
takeaction minnesota,1,7141,2022-07,['2022-07']
minnesota national organization for women,1,7142,2022-07,['2022-07']
gender justice,1,7143,2022-07,['2022-07']
our justice,1,7144,2022-07,['2022-07']
planned parenthood minnesota,1,7145,2022-07,['2022-07']
whole woman's health alliance,1,7146,2022-07,['2022-07']
ncjw minnesota,1,7147,2022-07,['2022-07']
outfront minnesota,1,7148,2022-07,['2022-07']
b'nai sholom congregation,1,7149,2022-07,['2022-07']
west virginia democratic party,1,7150,2022-07,['2022-07']
madfreedom,1,7151,2022-07,['2022-07']
protect kentucky access,1,7152,2022-07,['2022-07']
southsiders together organizing for power chicago,1,7153,2022-07,['2022-07']
ice out of tarrant,1,7154,2022-07,['2022-07']
democratic committee of staunton,1,7155,2025-04,['2025-04']
black women organizing for power chicago,1,7156,2022-07,['2022-07']
indivisible chicago - south side,1,7157,2022-07,['2022-07']
think before you react,1,7158,2022-07,['2022-07']
mostly young protesters,1,7159,2022-07,['2022-07']
pro-choice groups,1,7160,2022-07,['2022-07']
tampa bay coalition for women's rights,1,7161,2022-07,['2022-07']
afscme district council 47,1,7162,2022-07,['2022-07']
pro-choice ohio,1,7163,2022-07,['2022-07']
lgbtq+ students,1,7164,2022-07,['2022-07']
fcps pride,1,7165,2022-07,['2022-07']
fairfax county naacp,1,7166,2022-07,['2022-07']
fight toxic prisons,1,7167,2022-07,['2022-07']
dallas action,1,7168,2022-07,['2022-07']
southsiders organized for unity and liberation,1,7169,2022-07,['2022-07']
sacramento radical education,1,7170,2022-07,['2022-07']
locals of all ages,1,7171,2022-07,['2022-07']
civil seed,1,7172,2022-07,['2022-07']
tuscaloosa democratic party,1,7173,2022-07,['2022-07']
tuscaloosa action,1,7174,2022-07,['2022-07']
mostly female,1,7175,2022-07,['2022-07']
women's march charlotte,1,7176,2022-07,['2022-07']
aiken democratic party,1,7177,2022-07,['2022-07']
reproductive rights of aiken,1,7178,2022-07,['2022-07']
planned parenthood wisconsin,1,7179,2022-07,['2022-07']
chattanooga health advocacy team,1,7180,2022-07,['2022-07']
aclu ohio,1,7181,2022-07,['2022-07']
crack head barney and friends,1,7182,2022-07,['2022-07']
repro transparency now,1,7183,2022-07,['2022-07']
afscme local 3800,1,7184,2022-07,['2022-07']
twin cities coalition fo justice 4 jamar,1,7185,2022-07,['2022-07']
pride at work twin cities,1,7186,2022-07,['2022-07']
revolution club of chicago,1,7187,2022-07,['2022-07']
mostly teen-aged women,1,7188,2022-07,['2022-07']
women's rights bg,1,7189,2022-07,['2022-07']
west valley people's alliance,1,7190,2022-07,['2022-07']
panhandle pride,1,7191,2022-06,['2022-06']
salem cpusa,1,7192,2022-06,['2022-06']
latinos unidos siempre,1,7193,2022-06,['2022-06']
southern arizona gender alliance,1,7194,2022-06,['2022-06']
st. mark's presbyterian church,1,7195,2022-06,['2022-06']
mariposas sin fronteras,1,7196,2022-06,['2022-06']
trans queer liberation movement,1,7197,2022-06,['2022-06']
indivisible ny19,1,7198,2022-07,['2022-07']
boulder valley women's health,1,7199,2022-07,['2022-07']
women's collaborative of boulder county,1,7200,2022-07,['2022-07']
tower bridge battalion,1,7201,2022-07,['2022-07']
planned parenthood alliance advocates alaska,1,7202,2022-07,['2022-07']
hull democratic town committee,1,7203,2022-07,['2022-07']
south shore democratic caucus,1,7204,2022-07,['2022-07']
nonbinary hoosiers,1,7205,2022-07,['2022-07']
indiana action for abortion rights,1,7206,2022-07,['2022-07']
reproductive justice action milwaukee,1,7207,2022-07,['2022-07']
healthcare now,1,7208,2022-07,['2022-07']
rise up 4 abortion rights philadelphia,1,7209,2022-07,['2022-07']
the democratic party of nebraska,1,7210,2022-07,['2022-07']
lincoln women's march,1,7211,2022-07,['2022-07']
mostly women and femmes,1,7212,2022-07,['2022-07']
cabarrus justice coalition,1,7213,2022-07,['2022-07']
bozeman march for reproductive rights,1,7214,2022-07,['2022-07']
michigan pro-choice with heart,1,7215,2022-07,['2022-07']
psl louisville,1,7216,2022-07,['2022-07']
students for a new green world,1,7217,2022-07,['2022-07']
party for socialism & liberation,1,7218,2022-07,['2022-07']
bloomington rise up 4 abortion rights,1,7219,2022-07,['2022-07']
students for socialism,1,7220,2022-07,['2022-07']
university of georgia chapters of unite for reproductive & gender equity,1,7221,2022-07,['2022-07']
acc democrats,1,7222,2022-07,['2022-07']
sunrise movement athens,1,7223,2022-07,['2022-07']
economic justice coalition,1,7224,2022-07,['2022-07']
the georgia feminist,1,7225,2022-07,['2022-07']
regular residents,1,7226,2022-07,['2022-07']
young democrats of rowan-cabarrus community college,1,7227,2022-07,['2022-07']
prep 4 all,1,7228,2022-08,['2022-08']
cair - missouri,1,7229,2022-08,['2022-08']
patients' families,1,7230,2022-08,['2022-08']
operation take bake america,1,7231,2022-08,['2022-08']
rva dsa,1,7232,2022-08,['2022-08']
harvey milk democratic club,1,7233,2022-08,['2022-08']
demand action against monkeypox now,1,7234,2022-08,['2022-08']
black leaders organizing communities,1,7235,2022-08,['2022-08']
freedom matter action group,1,7236,2022-08,['2022-08']
veterans for peace chapter 27,1,7237,2022-08,['2022-08']
socialist party usa - twin cities local,1,7238,2022-08,['2022-08']
socialist action,1,7239,2022-08,['2022-08']
st. paul eastside neighbors for peace,1,7240,2022-08,['2022-08']
first unitarian society of minneapolis,1,7241,2022-07,['2022-07']
party for socialism & liberation - minneapolis,1,7242,2022-08,['2022-08']
minneapolis st. paul hiroshima nagasaki commemoration committee,1,7243,2022-08,['2022-08']
antiwar advocates of minnesota congressional district 2,1,7244,2022-08,['2022-08']
diablo rising ride bay area,1,7245,2022-08,['2022-08']
richmond our power coalition,1,7246,2022-08,['2022-08']
ydsa at ucsf,1,7247,2022-08,['2022-08']
sonoma valley high school graduates,1,7248,2022-08,['2022-08']
sonoma valley for reproductive rights,1,7249,2022-08,['2022-08']
veterans promise,1,7250,2022-08,['2022-08']
twin cities socialist action,1,7251,2022-08,['2022-08']
socialist party usa,1,7252,2022-08,['2022-08']
eastside neighbors for peace,1,7253,2022-08,['2022-08']
dayton cpusa,1,7254,2022-07,['2022-07']
psl miami valley,1,7255,2022-07,['2022-07']
st. joan of arc peacemakers,1,7256,2022-08,['2022-08']
god action squad,1,7257,2022-09,['2022-09']
other members of the community,1,7258,2022-09,['2022-09']
ocean city family alliance,1,7259,2022-09,['2022-09']
virginia national organization for women,1,7260,2022-09,['2022-09']
fayetteville freedom for all,1,7261,2022-09,['2022-09']
fayetteville police accountability community taskforce,1,7262,2022-09,['2022-09']
reproductive freedom for all,1,7263,2022-09,['2022-09']
alleghany-central labor council,1,7264,2022-09,['2022-09']
citizens⊙ committee for children of new york,1,7265,2022-09,['2022-09']
mishkan chicago,1,7266,2022-09,['2022-09']
second unitarian church,1,7267,2022-09,['2022-09']
unite here! local,1,7268,2022-09,['2022-09']
1199seiu united healthcare workers east union,1,7269,2022-09,['2022-09']
bans off lehigh valley,1,7270,2022-08,['2022-08']
bans off our bodies florida,1,7271,2022-08,['2022-08']
pro-life lgbtq+,1,7272,2022-08,['2022-08']
afa-cwa,1,7273,2022-08,['2022-08']
dayton right to life,1,7274,2022-08,['2022-08']
restaurant opportunities center,1,7275,2022-08,['2022-08']
pittsburghers for public transit,1,7276,2022-08,['2022-08']
plam action,1,7277,2022-08,['2022-08']
pro-life action ministries,1,7278,2022-08,['2022-08']
fixpat,1,7279,2022-08,['2022-08']
ward 6 mutual aid,1,7280,2022-08,['2022-08']
dc child justice coalition,1,7281,2022-08,['2022-08']
international association of firefighters local union 3249,1,7282,2022-08,['2022-08']
inland empire amazon workers united,1,7283,2022-08,['2022-08']
amazon workers united,1,7284,2022-08,['2022-08']
syosset hospital nurses,1,7285,2022-08,['2022-08']
protect our rights milwaukee,1,7286,2022-07,['2022-07']
incoming medical students,1,7287,2022-07,['2022-07']
former pool users,1,7288,2022-07,['2022-07']
save the/our mickelson pool,1,7289,2022-07,['2022-07']
lifechain,1,7290,2022-07,['2022-07']
ts law,1,7291,2022-07,['2022-07']
renegades 4 freedom,1,7292,2022-07,['2022-07']
the people's coalition- new york,1,7293,2022-07,['2022-07']
north american liberty tour,1,7294,2022-07,['2022-07']
moms for liberty nassau and suffolk,1,7295,2022-07,['2022-07']
we the people of new york,1,7296,2022-07,['2022-07']
uaw 2322,1,7297,2022-07,['2022-07']
amherst cinema workers united,1,7298,2022-07,['2022-07']
fl freedom to read project,1,7299,2022-07,['2022-07']
united food and commercial workers 1459,1,7300,2022-07,['2022-07']
trader joe's united,1,7301,2022-07,['2022-07']
rural arizona action,1,7302,2022-07,['2022-07']
columbia national organization for women,1,7303,2022-07,['2022-07']
women's rights and empowerment network,1,7304,2022-07,['2022-07']
activists from across the nation,1,7305,2022-07,['2022-07']
the guiding star project,1,7306,2022-07,['2022-07']
choose life,1,7307,2022-07,['2022-07']
cowboys for trump,1,7308,2022-07,['2022-07']
southwest coalition for life,1,7309,2022-07,['2022-07']
harvey milk lgbtq democratic club,1,7310,2022-07,['2022-07']
san francisco aids foundation,1,7311,2022-07,['2022-07']
the alice b.toklas lgbtq democratic club,1,7312,2022-07,['2022-07']
jewish community action,1,7313,2022-07,['2022-07']
umass professional staff union,1,7314,2022-07,['2022-07']
florida department of agriculture,1,7315,2022-07,['2022-07']
people power for fl,1,7316,2022-07,['2022-07']
for our future fl,1,7317,2022-07,['2022-07']
orlando one alliance,1,7318,2022-07,['2022-07']
rise initiative,1,7319,2022-07,['2022-07']
equality florida: transaction,1,7320,2022-07,['2022-07']
portland raging grannies,1,7321,2022-07,['2022-07']
democratic party of oregon,1,7322,2022-07,['2022-07']
pro-choice oregon,1,7323,2022-07,['2022-07']
dsa portland,1,7324,2022-07,['2022-07']
nurses for single payer,1,7325,2022-07,['2022-07']
physicians for a national health program oregon,1,7326,2022-07,['2022-07']
medicare for all pdx,1,7327,2022-07,['2022-07']
women4change indiana,1,7328,2022-07,['2022-07']
bloostained men,1,7329,2022-07,['2022-07']
solidarity against hate - boston,1,7330,2022-07,['2022-07']
physicians for a national healthcare plan,1,7331,2022-07,['2022-07']
roar,1,7332,2022-07,['2022-07']
aclu-wv,1,7333,2022-07,['2022-07']
california association of professional scientists,1,7334,2022-07,['2022-07']
act now jh,1,7335,2022-07,['2022-07']
bridgestone-firestone workers,1,7336,2022-07,['2022-07']
united steel workers 310,1,7337,2022-07,['2022-07']
mvmt catalyst,1,7338,2022-07,['2022-07']
maintenance staff,1,7339,2022-07,['2022-07']
case workers,1,7340,2022-07,['2022-07']
desk clerks,1,7341,2022-07,['2022-07']
north carolina justice center,1,7342,2022-07,['2022-07']
democrats and self-described progressives,1,7343,2022-07,['2022-07']
planned parenthood advocates of nebraska,1,7344,2022-06,['2022-06']
win fund,1,7345,2022-06,['2022-06']
party for socialism and liberation carolinas,1,7346,2022-06,['2022-06']
a preferred women's heath center,1,7347,2022-06,['2022-06']
black abortion defense league,1,7348,2022-06,['2022-06']
mt poor peoples campaign,1,7349,2022-06,['2022-06']
gallatin sunrise,1,7350,2022-06,['2022-06']
montana now,1,7351,2022-06,['2022-06']
bozeman united,1,7352,2022-06,['2022-06']
bozeman city for cedaw women's human rights initiative,1,7353,2022-06,['2022-06']
springfield party for socialism and liberation,1,7354,2022-06,['2022-06']
planned parenthood great plains votes,1,7355,2022-06,['2022-06']
worcester independent socialist group,1,7356,2022-06,['2022-06']
familia tqlm,1,7357,2022-06,['2022-06']
feminists in action,1,7358,2022-06,['2022-06']
women 4 change,1,7359,2022-06,['2022-06']
bans off lexington,1,7360,2022-06,['2022-06']
kansans for constitutional freedom,1,7361,2022-06,['2022-06']
vote neigh,1,7362,2022-06,['2022-06']
resistor sisterhood,1,7363,2022-06,['2022-06']
cedar valley reproductive rights group,1,7364,2022-06,['2022-06']
indivisible kauai,1,7365,2022-06,['2022-06']
ymca of kauai,1,7366,2022-06,['2022-06']
planned parenthood southeast,1,7367,2022-06,['2022-06']
voice of the people,1,7368,2022-06,['2022-06']
atlanta democratic socialists of america,1,7369,2022-06,['2022-06']
tallahassee dsa,1,7370,2022-06,['2022-06']
bay state solidarity front,1,7371,2022-06,['2022-06']
rank-and-file action (cuny),1,7372,2022-06,['2022-06']
cuny for abortion rights,1,7373,2022-06,['2022-06']
tempest collective,1,7374,2022-06,['2022-06']
planned parenthood greater new york action fund,1,7375,2022-06,['2022-06']
workers united,1,7376,2022-06,['2022-06']
bangladesh garment & industrial workers federation,1,7377,2022-06,['2022-06']
bangladesh center for worker solidarity,1,7378,2022-06,['2022-06']
remake,1,7379,2022-06,['2022-06']
feminists,1,7380,2022-06,['2022-06']
revolutionary abolitionist movement,1,7381,2022-06,['2022-06']
outlive them nyc,1,7382,2022-06,['2022-06']
nyc shut it down,1,7383,2022-06,['2022-06']
revolting lesbians,1,7384,2022-06,['2022-06']
"planned parenthood advocates of nebraska, women's fund of omaha, omaha women's march, i be black girl, the aclu of nebraska, nebraska abortion resources",1,7385,2022-06,['2022-06']
las vegas dsa,1,7386,2022-06,['2022-06']
nevada national organization for women,1,7387,2022-06,['2022-06']
battle born progress,1,7388,2022-06,['2022-06']
american civil liberties union of nevada,1,7389,2022-06,['2022-06']
wild west access fund of nevada,1,7390,2022-06,['2022-06']
new mexico stronger together coalition,1,7391,2022-06,['2022-06']
new mexico black central organizing committee,1,7392,2022-06,['2022-06']
planned parenthood votes new mexico,1,7393,2022-06,['2022-06']
new jersey education association,1,7394,2022-06,['2022-06']
blue wave new jersey,1,7395,2022-06,['2022-06']
aclu new jersey,1,7396,2022-06,['2022-06']
morris county democratic committee,1,7397,2022-06,['2022-06']
planned parenthood new hampshire action fund,1,7398,2022-06,['2022-06']
people of various colors and ages with dogs and children,1,7399,2022-06,['2022-06']
geo brujas,1,7400,2022-06,['2022-06']
callen-lorde community health,1,7401,2022-06,['2022-06']
equality new york,1,7402,2022-06,['2022-06']
save new york's safety net coalition,1,7403,2022-06,['2022-06']
people's coalition new york,1,7404,2022-06,['2022-06']
brooklyn defenders,1,7405,2022-06,['2022-06']
freedom agenda,1,7406,2022-06,['2022-06']
anti-violence project,1,7407,2022-06,['2022-06']
envision freedom fund,1,7408,2022-06,['2022-06']
haltsolitary campaign,1,7409,2022-06,['2022-06']
seiu ⊓ healthcare michigan,1,7410,2022-06,['2022-06']
arm in arm for climate,1,7411,2022-06,['2022-06']
los angeles youth uprising,1,7412,2022-06,['2022-06']
re-imagine la county,1,7413,2022-06,['2022-06']
fsu graduate assistants united,1,7414,2022-06,['2022-06']
central atlantic united church christ,1,7415,2022-06,['2022-06']
the workers circle,1,7416,2022-06,['2022-06']
el centro hispano,1,7417,2022-06,['2022-06']
democracy initiative,1,7418,2022-06,['2022-06']
nc medicare for all coalition,1,7419,2022-06,['2022-06']
atu,1,7420,2022-06,['2022-06']
louisiana coalition for reproductive freedom,1,7421,2022-06,['2022-06']
faith in women,1,7422,2022-06,['2022-06']
mississippi in action,1,7423,2022-06,['2022-06']
sisters helping every woman rise and organize,1,7424,2022-06,['2022-06']
university of michigan professional nurse council,1,7425,2022-06,['2022-06']
united community organization,1,7426,2022-06,['2022-06']
maine prisoner advocacy coalition,1,7427,2022-06,['2022-06']
the people's movement - new mexico,1,7428,2022-06,['2022-06']
justice la,1,7429,2022-06,['2022-06']
fsu college democrats,1,7430,2022-06,['2022-06']
planned parenhood generation action,1,7431,2022-06,['2022-06']
freedom road socialist organization tallahassee,1,7432,2022-06,['2022-06']
famu students for a democratic society,1,7433,2022-06,['2022-06']
bread & roses clinic escorts,1,7434,2022-06,['2022-06']
business and professional women st. petersburg-pinellas,1,7435,2022-06,['2022-06']
indivisible fl-13,1,7436,2022-06,['2022-06']
league of women voters st. petersburg,1,7437,2022-06,['2022-06']
naacp st. pete,1,7438,2022-06,['2022-06']
fired up pinellas,1,7439,2022-06,['2022-06']
west pinellas now,1,7440,2022-06,['2022-06']
pinellas now,1,7441,2022-06,['2022-06']
women's advocacy movement of pinellas,1,7442,2022-06,['2022-06']
people organizing for women⊙s empowerment & rights,1,7443,2022-06,['2022-06']
planned parenthood of delaware,1,7444,2022-06,['2022-06']
political activists,1,7445,2022-06,['2022-06']
mending minyan,1,7446,2022-06,['2022-06']
congregation mishkan israel,1,7447,2022-06,['2022-06']
first and summerfield united methodist church,1,7448,2022-06,['2022-06']
new haven reproduction justice mobilization,1,7449,2022-06,['2022-06']
people of all ages and backgrounds,1,7450,2022-06,['2022-06']
cobalt abortion fund,1,7451,2022-06,['2022-06']
league of women voters of colorado,1,7452,2022-06,['2022-06']
psl denver,1,7453,2022-06,['2022-06']
colorado springs dsa,1,7454,2022-06,['2022-06']
sacramento dsa,1,7455,2022-06,['2022-06']
clergy for choice,1,7456,2022-06,['2022-06']
socialist alternative of northwest arkansas,1,7457,2022-06,['2022-06']
gainsville national women's liberation,1,7458,2022-06,['2022-06']
somos tejas,1,7459,2022-06,['2022-06']
mexican american democrats of texas - causa chapter,1,7460,2022-06,['2022-06']
not my son,1,7461,2022-06,['2022-06']
north texas asian american democrats,1,7462,2022-06,['2022-06']
communications workers of america 6215,1,7463,2022-06,['2022-06']
black american futures pac,1,7464,2022-06,['2022-06']
asian pacific islander american public affairs-north texas chapter,1,7465,2022-06,['2022-06']
alliance aft,1,7466,2022-06,['2022-06']
glsen,1,7467,2022-06,['2022-06']
planned parenthood of central western new york,1,7468,2022-06,['2022-06']
winston 4 peace,1,7469,2022-06,['2022-06']
our revolution howard county,1,7470,2022-06,['2022-06']
howard county democrats,1,7471,2022-06,['2022-06']
nyu gsoc-uaw 2110,1,7472,2022-06,['2022-06']
allen county young democrats,1,7473,2022-06,['2022-06']
women united for progress allen county,1,7474,2022-06,['2022-06']
the allen county democratic party,1,7475,2022-06,['2022-06']
period project,1,7476,2022-06,['2022-06']
university of georgia students for socialism,1,7477,2022-06,['2022-06']
atlanta party for socialism & liberation,1,7478,2022-06,['2022-06']
juneau pro-choice coalition,1,7479,2022-06,['2022-06']
leaders of kenosha,1,7480,2022-06,['2022-06']
planned parenthood of wisconsin,1,7481,2022-06,['2022-06']
planned parenthood of western wisconsin,1,7482,2022-06,['2022-06']
freedom road socialist organization - wisconsin,1,7483,2022-06,['2022-06']
ncw democrats,1,7484,2022-06,['2022-06']
ncw ywca,1,7485,2022-06,['2022-06']
wenatchee pride,1,7486,2022-06,['2022-06']
upper cape women's coalition,1,7487,2022-06,['2022-06']
people under 30,1,7488,2022-06,['2022-06']
young women,1,7489,2022-06,['2022-06']
coexistence movement,1,7490,2022-06,['2022-06']
wednesday walk 4 black lives,1,7491,2022-06,['2022-06']
greater lafayette dsa,1,7492,2022-06,['2022-06']
teaching associates,1,7493,2022-06,['2022-06']
the 1973 project,1,7494,2022-06,['2022-06']
college student,1,7495,2022-06,['2022-06']
people4thepeople,1,7496,2022-06,['2022-06']
okaloosa county democratic party,1,7497,2022-06,['2022-06']
bedford county militia,1,7498,2022-06,['2022-06']
campbell county militia,1,7499,2022-06,['2022-06']
anna for florida,1,7500,2022-06,['2022-06']
sunrise movement dallas,1,7501,2022-06,['2022-06']
lgbtq connection,1,7502,2022-06,['2022-06']
sheboygan abortion rights coalition,1,7503,2022-06,['2022-06']
avow texas pac,1,7504,2022-06,['2022-06']
venice resistance,1,7505,2022-06,['2022-06']
ohio democratic party,1,7506,2022-06,['2022-06']
nyc pride,1,7507,2022-06,['2022-06']
democratic socialists of america maine chapter,1,7508,2022-06,['2022-06']
bloomington planned parenthood,1,7509,2022-06,['2022-06']
planned parenthood of iowa,1,7510,2022-06,['2022-06']
progressive action for the common good,1,7511,2022-06,['2022-06']
iowa national organization for women,1,7512,2022-06,['2022-06']
scott county democrats,1,7513,2022-06,['2022-06']
naral los angeles,1,7514,2022-06,['2022-06']
stonewall democrats of dallas,1,7515,2022-06,['2022-06']
blm860,1,7516,2022-06,['2022-06']
planned parenthood of western pennsylvania,1,7517,2022-06,['2022-06']
ywca of lancaster,1,7518,2022-06,['2022-06']
northwest abortion access fund,1,7519,2022-06,['2022-06']
the steel valley reproductive justice coalition,1,7520,2022-06,['2022-06']
just,1,7521,2022-06,['2022-06']
heer to serve,1,7522,2022-06,['2022-06']
dsa columbus,1,7523,2022-06,['2022-06']
women's march ohio,1,7524,2022-06,['2022-06']
ohio women's alliance,1,7525,2022-06,['2022-06']
party for socialism and liberation columbus,1,7526,2022-06,['2022-06']
university of cincinnati,1,7527,2022-06,['2022-06']
city council union,1,7528,2022-06,['2022-06']
reproductive justice collective - columbia university,1,7529,2022-06,['2022-06']
dsa spokane,1,7530,2022-06,['2022-06']
repro club cuny,1,7531,2022-06,['2022-06']
if when how cuny law,1,7532,2022-06,['2022-06']
repro nyc,1,7533,2022-06,['2022-06']
nyc council union,1,7534,2022-06,['2022-06']
fordham graduate student workers,1,7535,2022-06,['2022-06']
the gym,1,7536,2022-06,['2022-06']
socialist revolution (imt),1,7537,2022-06,['2022-06']
washington square park mutual aid,1,7538,2022-06,['2022-06']
opeiu local 1010,1,7539,2022-06,['2022-06']
center for reproductive rights union,1,7540,2022-06,['2022-06']
brooklyn eviction defense,1,7541,2022-06,['2022-06']
art workers inquiry,1,7542,2022-06,['2022-06']
blue school union,1,7543,2022-06,['2022-06']
student workers of columbia (uaw local 2710),1,7544,2022-06,['2022-06']
workers' voice/la voz de las trabajadores,1,7545,2022-06,['2022-06']
greater spokane abortion support,1,7546,2022-06,['2022-06']
mutual aid survival squad,1,7547,2022-06,['2022-06']
spokane community against racism,1,7548,2022-06,['2022-06']
peace and justice action league of spokane,1,7549,2022-06,['2022-06']
snohomish county indivisible,1,7550,2022-06,['2022-06']
indivisible bellingham,1,7551,2022-06,['2022-06']
mt. baker planned parenthood,1,7552,2022-06,['2022-06']
blue ridge resistance alliance of virginia,1,7553,2022-06,['2022-06']
women's march on roanoke,1,7554,2022-06,['2022-06']
county women's march,1,7555,2022-06,['2022-06']
planned parenthood avocates of virginia,1,7556,2022-06,['2022-06']
socialist alternative houston,1,7557,2022-06,['2022-06']
planned parenthood el paso,1,7558,2022-06,['2022-06']
new voices for reproductive justice,1,7559,2022-06,['2022-06']
psa,1,7560,2022-06,['2022-06']
texas coalition of black democrats,1,7561,2022-06,['2022-06']
dallas women's march,1,7562,2022-06,['2022-06']
abortion access nashville,1,7563,2022-06,['2022-06']
knoxville center for reproductive health,1,7564,2022-06,['2022-06']
cpusa rhode island,1,7565,2022-06,['2022-06']
women's fund of ri,1,7566,2022-06,['2022-06']
unitarian universalists of south county,1,7567,2022-06,['2022-06']
coyote ri,1,7568,2022-06,['2022-06']
ri healthcare access and affordability partnership,1,7569,2022-06,['2022-06']
ri women's democratic caucus,1,7570,2022-06,['2022-06']
economic progress institute,1,7571,2022-06,['2022-06']
the womxn project,1,7572,2022-06,['2022-06']
1hood power,1,7573,2022-06,['2022-06']
north texas dsa,1,7574,2022-06,['2022-06']
amazing gospel souls,1,7575,2022-12,['2022-12']
the inner voices,1,7576,2022-12,['2022-12']
emergency medical services public advocacy council,1,7577,2022-12,['2022-12']
curtis bay residents,1,7578,2022-12,['2022-12']
chicago gig alliance,1,7579,2022-12,['2022-12']
chicago coalition for the homeless,1,7580,2022-12,['2022-12']
school administrators,1,7581,2022-12,['2022-12']
public school students,1,7582,2022-12,['2022-12']
atlanta public schools student advisory council,1,7583,2022-12,['2022-12']
faculty members from the yale school of medicine,1,7584,2022-12,['2022-12']
san jose unified equity coalition,1,7585,2022-12,['2022-12']
boston public schools families for covid safety,1,7586,2022-12,['2022-12']
log cabin republicans of san antonio,1,7587,2022-12,['2022-12']
fired sanitation workers,1,7588,2022-09,['2022-09']
ibt brotherhood of locomotive engineers and trainmen,1,7589,2022-12,['2022-12']
smart,1,7590,2022-12,['2022-12']
environmental health coalition,1,7591,2022-12,['2022-12']
city council members,1,7592,2022-12,['2022-12']
la can,1,7593,2022-12,['2022-12']
la tenants union,1,7594,2022-12,['2022-12']
public counsel,1,7595,2022-12,['2022-12']
inner city law center,1,7596,2022-12,['2022-12']
innercity struggle,1,7597,2022-12,['2022-12']
community power collective,1,7598,2022-12,['2022-12']
eastside leads,1,7599,2022-12,['2022-12']
strategic actions for a just economy,1,7600,2022-12,['2022-12']
keep la housed,1,7601,2022-12,['2022-12']
san antonio family association,1,7602,2022-12,['2022-12']
united national anti-war committee,1,7603,2023-01,['2023-01']
voices of resistance,1,7604,2023-01,['2023-01']
women in struggle,1,7605,2023-01,['2023-01']
struggle * la lucha,1,7606,2023-01,['2023-01']
"afge, afl-cio",1,7607,2023-01,['2023-01']
"hotel trades council, afl-cio",1,7608,2023-01,['2023-01']
cwa local 1101,1,7609,2023-01,['2023-01']
heritage foundation,1,7610,2023-01,['2023-01']
our duty california,1,7611,2023-01,['2023-01']
healthy wyoming,1,7612,2023-01,['2023-01']
justice x,1,7613,2023-01,['2023-01']
south central la mutual aid,1,7614,2023-01,['2023-01']
coalition for community control over the police,1,7615,2023-01,['2023-01']
ny association of psychiatric rehabilitation services,1,7616,2022-12,['2022-12']
sag aftra,1,7617,2023-01,['2023-01']
united working families illinois,1,7618,2023-01,['2023-01']
chicago teachers union local 1,1,7619,2023-01,['2023-01']
faithful soldier school of evangelism and discipleship,1,7620,2023-01,['2023-01']
justice for shannon,1,7621,2023-01,['2023-01']
respiratory therapists,1,7622,2022-12,['2022-12']
nurse aides,1,7623,2022-12,['2022-12']
camp resolution,1,7624,2022-12,['2022-12']
climate disobedience center,1,7625,2022-12,['2022-12']
no coal no gas,1,7626,2022-12,['2022-12']
educators of nyc,1,7627,2022-12,['2022-12']
urban justice center - mental health project,1,7628,2022-12,['2022-12']
the supportive housing network of new york,1,7629,2022-12,['2022-12']
national alliance for mental illness-nyc,1,7630,2022-12,['2022-12']
wisconsin federation of nurses and health professionals,1,7631,2023-01,['2023-01']
